cores,duration
1,0.0014522075653076172
1,0.002523660659790039
1,0.0005002021789550781
1,0.0005364418029785156
1,0.0005576610565185547
1,0.0005764961242675781
1,0.0006325244903564453
1,0.0006241798400878906
1,0.0006585121154785156
2,0.010441780090332031
2,0.014539480209350586
2,0.016702651977539062
2,0.024674415588378906
2,0.04288172721862793
2,0.015307426452636719
2,0.00471186637878418
2,0.009153127670288086
2,0.007344245910644531
2,0.007532358169555664
3,0.014620065689086914
3,0.02965831756591797
3,0.020489215850830078
3,0.026100635528564453
3,0.0500335693359375
3,0.008952140808105469
3,0.001795053482055664
3,0.049252986907958984
3,0.002312898635864258
3,0.010493040084838867
4,0.02034735679626465
4,0.038147687911987305
4,0.03242897987365723
4,0.0482022762298584
4,0.02529764175415039
4,0.04742550849914551
4,0.010856389999389648
4,0.01889491081237793
4,0.05459403991699219
4,0.0025627613067626953
5,0.03798937797546387
5,0.06107473373413086
5,0.04912161827087402
5,0.0220797061920166
5,0.005322933197021484
5,0.047600746154785156
5,0.029181957244873047
5,0.02579951286315918
5,0.04325580596923828
5,0.0032465457916259766
7,0.0038526058197021484
7,0.003490924835205078
7,0.005083799362182617
7,0.003136157989501953
7,0.0031287670135498047
7,0.04503893852233887
7,0.04388308525085449
7,0.06384825706481934
7,0.03619956970214844
7,0.06056356430053711
8,0.0029218196868896484
8,0.0031354427337646484
8,0.0034677982330322266
8,0.004286766052246094
8,0.0050241947174072266
8,0.00488734245300293
8,0.004235267639160156
8,0.04909205436706543
8,0.04473710060119629
8,0.14268779754638672
9,0.004236936569213867
9,0.003565549850463867
9,0.0043675899505615234
9,0.003916501998901367
9,0.004230499267578125
9,0.004424095153808594
9,0.0069048404693603516
9,0.13618922233581543
9,0.13938379287719727
9,0.07410001754760742
10,0.006116151809692383
10,0.025092601776123047
10,0.004174947738647461
10,0.00458526611328125
10,0.004920244216918945
10,0.00532841682434082
10,0.10898876190185547
10,0.14357590675354004
10,0.19114422798156738
10,0.07420134544372559
11,0.005310535430908203
11,0.004436016082763672
11,0.004778861999511719
11,0.0218503475189209
11,0.09599757194519043
11,0.07189464569091797
11,0.1672048568725586
11,0.16060304641723633
11,0.17785930633544922
11,0.20769238471984863
12,0.0038869380950927734
12,0.005171060562133789
12,0.006386518478393555
12,0.0268857479095459
12,0.0643916130065918
12,0.14844775199890137
12,0.23856687545776367
12,0.20770978927612305
12,0.18546748161315918
12,0.3117954730987549
13,0.009023189544677734
13,0.03910470008850098
13,0.005913734436035156
13,0.034612178802490234
13,0.04337430000305176
13,0.09620523452758789
13,0.08455467224121094
13,0.1036686897277832
13,0.21924638748168945
13,0.23338699340820312
14,0.00518035888671875
14,0.005689859390258789
14,0.00607609748840332
14,0.032953500747680664
14,0.10544085502624512
14,0.08010697364807129
14,0.13739585876464844
14,0.17796993255615234
14,0.22107362747192383
14,0.31253647804260254
15,0.005382061004638672
15,0.013462305068969727
15,0.007171630859375
15,0.08885478973388672
15,0.12809014320373535
15,0.3129847049713135
15,0.3756084442138672
15,0.47507214546203613
15,0.8997664451599121
15,1.1577818393707275
16,0.009841680526733398
16,0.0070819854736328125
16,0.008249998092651367
16,0.1993699073791504
16,0.23617792129516602
16,0.28874635696411133
16,0.29993391036987305
16,0.4565920829772949
16,0.6923115253448486
16,0.7529692649841309
17,0.009314537048339844
17,0.019846200942993164
17,0.00821065902709961
17,0.1367940902709961
17,0.12086629867553711
17,0.311551570892334
17,0.30107855796813965
17,0.4334423542022705
17,0.5130317211151123
17,0.6779131889343262
18,0.006418704986572266
18,0.0800786018371582
18,0.05161452293395996
18,0.21498870849609375
18,0.2387070655822754
18,0.3172743320465088
18,0.3122751712799072
18,0.6330902576446533
18,0.8991587162017822
18,0.968841552734375
19,0.011168956756591797
19,0.007945775985717773
19,0.11481070518493652
19,0.24318194389343262
19,0.23672795295715332
19,0.45206713676452637
19,0.5000810623168945
19,0.7217769622802734
19,0.9540805816650391
19,1.0937721729278564
20,0.011846303939819336
20,0.0647282600402832
20,0.04792618751525879
20,0.17660117149353027
20,0.25246644020080566
20,0.34914422035217285
20,0.541698694229126
20,0.7068755626678467
20,1.095276117324829
20,1.3824877738952637
21,0.008310317993164062
21,0.009414196014404297
21,0.10863447189331055
21,0.2527809143066406
21,0.23534131050109863
21,0.3876528739929199
21,0.5214536190032959
22,0.007448434829711914
22,0.09556198120117188
22,0.13577985763549805
22,0.21436262130737305
22,0.332582950592041
22,0.6173515319824219
22,0.8901288509368896
22,1.1773242950439453
22,1.466341257095337
22,1.927840232849121
23,0.019179582595825195
23,0.010333061218261719
23,0.0895838737487793
23,0.25345802307128906
23,0.39016175270080566
24,0.012092113494873047
24,0.04728364944458008
24,0.18520712852478027
24,0.3259468078613281
24,0.4798567295074463
25,0.012809514999389648
25,0.04055023193359375
25,0.09363770484924316
25,0.324418306350708
25,0.49189329147338867
25,0.9105720520019531
25,1.2227001190185547
25,1.6998295783996582
25,2.0770022869110107
25,2.829238176345825
26,0.007979393005371094
26,0.06113076210021973
26,0.13128209114074707
26,0.3018302917480469
26,0.41249752044677734
26,0.7403514385223389
26,1.0291731357574463
26,1.580514669418335
26,2.246884822845459
26,2.8261561393737793
27,0.013808012008666992
27,0.09323477745056152
27,0.27048158645629883
27,0.36773014068603516
27,0.5086917877197266
27,0.9301297664642334
27,1.4158034324645996
27,2.067706346511841
27,2.5519258975982666
27,3.170360565185547
28,0.013128519058227539
28,0.05520296096801758
28,0.16533780097961426
28,0.3749253749847412
28,0.6765279769897461
28,1.0745391845703125
28,1.2531101703643799
28,1.7452826499938965
28,2.9005680084228516
28,3.5769457817077637
29,0.011047601699829102
29,0.026041030883789062
29,0.272388219833374
29,0.4493868350982666
29,0.7486226558685303
29,1.0743529796600342
29,2.062765121459961
29,2.4009430408477783
29,3.6530497074127197
29,4.960492134094238
30,0.011290788650512695
30,0.05538153648376465
30,0.34575963020324707
30,0.7556028366088867
30,1.2157726287841797
30,1.64760422706604
30,2.3957393169403076
30,3.428459405899048
30,3.859389066696167
30,5.803033113479614
31,0.013303995132446289
31,0.07236003875732422
31,0.29157209396362305
31,0.4845850467681885
31,0.9411234855651855
31,1.3038477897644043
31,1.9629967212677002
31,2.6769521236419678
31,3.3964672088623047
31,4.599728584289551
32,0.01162862777709961
32,0.028555870056152344
32,0.4169578552246094
32,0.8612856864929199
32,1.2157611846923828
32,2.112128973007202
32,2.6739041805267334
32,3.780916690826416
32,5.103775501251221
32,6.737815618515015
33,0.017667293548583984
33,0.10465049743652344
33,0.45844411849975586
33,0.8530781269073486
33,1.2947349548339844
33,1.8822522163391113
33,2.4521114826202393
33,4.188736915588379
33,4.958192825317383
33,7.045572519302368
34,0.014451980590820312
34,0.10172033309936523
34,0.24777507781982422
34,0.5581874847412109
34,0.8370656967163086
34,1.5775282382965088
34,2.681295156478882
34,3.492690086364746
34,4.938287973403931
34,5.827069044113159
35,0.011718034744262695
35,0.024053335189819336
35,0.4423391819000244
35,0.9244303703308105
35,1.6320745944976807
35,2.7479217052459717
35,3.321345806121826
35,5.163353204727173
35,6.917538404464722
35,9.114519357681274
36,0.019457101821899414
36,0.15762615203857422
36,0.5280098915100098
36,0.8766884803771973
